sigma,lambda,sse_rel,rmse_rel,mae_rel,bias_rel
0.0855,0.035,56.83069673189637,0.9279392019978951,0.9107961718521291,-0.9107961718521291
0.086,0.035,56.81366303635182,0.9278001273487523,0.9106471678841691,-0.9106471678841691
0.0865,0.035,56.79653023486937,0.9276602224991172,0.9104972104726509,-0.9104972104726509
0.087,0.035,56.77929837848564,0.9275194874901684,0.910346299480915,-0.910346299480915
0.0875,0.035,56.76196751408685,0.9273779223269755,0.9101944347400271,-0.9101944347400271
0.088,0.035,56.74453768451452,0.9272355269793345,0.9100416160496553,-0.9100416160496553
0.0885,0.035,56.72700892867016,0.9270923013825976,0.9098878431789345,-0.9098878431789345
0.089,0.035,56.70938128161845,0.9269482454384881,0.9097331158673209,-0.9097331158673209
0.0895,0.035,56.6916547746892,0.9268033590159078,0.9095774338254304,-0.9095774338254304
0.09,0.035,56.673829435577595,0.9266576419517293,0.9094207967358658,-0.9094207967358658
0.0905,0.035,56.655905288443044,0.926511094051578,0.9092632042540285,-0.9092632042540285
0.091,0.035,56.63788235400634,0.9263637150906007,0.9091046560089147,-0.9091046560089147
0.0915,0.035,56.61976064964489,0.9262155048142175,0.9089451516038974,-0.9089451516038974
0.092,0.035,56.6015401894866,0.9260664629388649,0.9087846906174932,-0.9087846906174932
0.0925,0.035,56.583220984501644,0.9259165891527199,0.9086232726041099,-0.9086232726041099
0.093,0.035,56.564803042592544,0.9257658831164126,0.9084608970947818,-0.9084608970947818
0.0935,0.035,56.54628636868235,0.9256143444637217,0.9082975635978863,-0.9082975635978863
0.094,0.035,56.52767096480104,0.9254619728022573,0.9081332715998446,-0.9081332715998446
0.0945,0.035,56.50895683016992,0.9253087677141264,0.9079680205658053,-0.9079680205658053
0.095,0.035,56.490143961284346,0.9251547287565858,0.9078018099403113,-0.9078018099403113
0.0955,0.035,56.47123235199426,0.9249998554626772,0.9076346391479518,-0.9076346391479518
0.096,0.035,56.45222199358326,0.92484414734185,0.9074665075939947,-0.9074665075939947
0.0965,0.035,56.43311287484533,0.9246876038805667,0.9072974146650048,-0.9072974146650048
0.097,0.035,56.41390498216027,0.9245302245428959,0.9071273597294457,-0.9071273597294457
0.0975,0.035,56.39459829956671,0.9243720087710876,0.9069563421382635,-0.9069563421382635
0.098,0.035,56.37519280883382,0.9242129559861373,0.9067843612254565,-0.9067843612254565
0.0985,0.035,56.3556884895309,0.9240530655883327,0.9066114163086283,-0.9066114163086283
